session_id,participant_id,status,started_datetime,completed_date_time,time_taken,age,num_approvals,num_rejections,prolific_score,reviewed_at_datetime,entered_code,Bilingual,Country of Birth,Current Country of Residence,Current U.S state of birth,Current U.S state of residence,Employment Status,English speaking Monolingual,Ethnicity,Ethnicity (Simplified),First language,First Language,Fluent languages,Hearing difficulties,Language related disorders,Literacy Difficulties,Mono/multi cultural,Nationality,Sex,Student Status,Were you raised monolingual?
605d7e58dc2cb1ba0a5f0b28,60087dd9f095dd4b5982dbf8,RETURNED,2021-03-26 06:25:35.538000,,312779.971709,25,186,2,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
605dd44ed1db2c148370202b,5f0499756b5d4972f0da9c78,APPROVED,2021-03-26 12:32:23.195000,2021-03-26 12:43:29.953000,666.758,27,309,1,100,2021-03-27 14:44:49.787000,3900423D,none just my native langauge,United States,United States,Maryland (MD),Maryland (MD),Full-Time,I only know English,White/Caucasian,White,English,English,English,No,none,No,I identify myself as a monocultural individual,United States,Male,No,I was raised with my native language only
605de26b97d6aa2cb467b210,5edec41934077316a30b8831,RETURNED,2021-03-26 13:32:34.159000,,287161.359987,26,336,3,99,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
605dfb64e2e69cfb942eac24,5cb0cfc643e80b00010a384b,RETURNED,2021-03-26 15:19:07.669000,,280767.85008,37,1234,2,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
605e060816e1d2d8c2b69059,5fb6da2d039b27111314d871,APPROVED,2021-03-26 16:04:26.564000,2021-03-26 16:16:31.181000,724.617,27,196,0,100,2021-03-27 14:45:05.182000,3900423D,none just my native langauge,United States,United States,Illinois (IL),Illinois (IL),DATA EXPIRED,I only know English,White/Caucasian,White,English,DATA EXPIRED,English,No,none,No,I identify myself as a monocultural individual,United States,Female,No,I was raised with my native language only
605e09743e524c856818bf05,5f582002dff3f038d1eb83c4,APPROVED,2021-03-26 16:19:03.075000,2021-03-26 16:31:51.307000,768.232,23,451,1,100,2021-03-27 14:45:20.979000,3900423D,none just my native langauge,United States,United States,Illinois (IL),Illinois (IL),Full-Time,I know one other language in addition to English,White/Caucasian,White,English,DATA EXPIRED,English,No,none,No,I identify myself as a monocultural individual,United States,Male,No,I was raised with my native language only
605e1af5e22bfb8fc5290cc2,5c59aecb6ca5e600017206de,APPROVED,2021-03-26 17:33:44.261000,2021-03-26 17:47:47.902000,843.641,26,1035,1,100,2021-03-27 14:45:34.940000,3900423D,none just my native langauge,United States,United States,Ohio (OH),Ohio (OH),Full-Time,I only know English,White/Caucasian,White,English,English,English,No,none,No,I identify myself as a monocultural individual,United States,Male,No,I was raised with my native language only
605e1bc46b081bf7747eb2e6,5fc004cdd7890e102cc48ce6,APPROVED,2021-03-26 17:37:12.911000,2021-03-26 17:48:05.404000,652.493,23,188,0,100,2021-03-27 14:45:47.150000,3900423D,none just my native langauge,United States,United States,Ohio (OH),Ohio (OH),Full-Time,I know one other language in addition to English,White/Caucasian,White,English,DATA EXPIRED,English,No,none,No,I identify myself as a monocultural individual,United States,Male,No,I was raised with my native language only
605e256ba4bee8302f9806db,5fc51d23152a5a0008a1956c,APPROVED,2021-03-26 18:23:43.455000,2021-03-26 18:37:06.308000,802.853,29,285,1,100,2021-03-27 14:46:05.046000,3900423D,none just my native langauge,United States,United States,Maryland (MD),Maryland (MD),Full-Time,I only know English,White/Caucasian,White,English,DATA EXPIRED,English,No,none,No,I identify myself as a monocultural individual,United States,Female,No,I was raised with my native language only
605e3006c0926bc6a529ec9a,5ff7a8b2c0a7854b6ce5c375,RETURNED,2021-03-26 19:03:34.396000,,267301.171105,26,136,0,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
605e308087a367fe1629ff2c,5f56481f814f890398411ba3,APPROVED,2021-03-26 19:05:40.024000,2021-03-26 19:18:15.858000,755.834,33,226,1,100,2021-03-27 14:46:20.477000,3900423D,none just my native langauge,United States,United States,New York (NY),New Jersey (NJ),Full-Time,I only know English,White/Caucasian,White,English,DATA EXPIRED,English,No,none,No,I identify myself as a monocultural individual,United States,Female,No,I was raised with my native language only
605e38c32643fc3a3f90a64d,5f167f51ad108d1f606d74f3,RETURNED,2021-03-26 19:51:09.012000,,264446.564315,18,83,0,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
605e8102755109837ca1c4d6,5ed92a47585c150e2dc44740,APPROVED,2021-03-27 00:49:08.494000,2021-03-27 01:02:29,800.506,24,282,3,99,2021-03-27 14:46:37.830000,3900423D,none just my native langauge,United States,United States,New Jersey (NJ),New Jersey (NJ),Part-Time,I only know English,White/Caucasian,White,,English,English,No,none,No,I identify myself as a monocultural individual,United States,Female,Yes,I was raised with my native language only
605e83fba91bd9353c69d2c0,565a4547c51d43000587507d,APPROVED,2021-03-27 01:01:48.987000,2021-03-27 01:16:41.448000,892.461,39,1805,3,100,2021-03-27 14:46:54.521000,3900423D,native language + one other language,United States,United States,Illinois (IL),Pennsylvania (PA),Part-Time,I know one other language in addition to English,White/Caucasian,White,English,English,"English, Spanish",No,none,No,I identify myself as a monocultural individual,United States,Female,Yes,I was raised with my native language only
605f17afa00a5725f2a43027,5f4a7225cf944c08a81adca2,REJECTED,2021-03-27 11:32:02.801000,2021-03-27 11:38:54.129000,411.328,18,473,3,100,2021-03-27 17:24:56.290000,3900423D,none just my native langauge,United States,United States,New Jersey (NJ),New Jersey (NJ),Part-Time,I only know English,White/Caucasian,White,English,DATA EXPIRED,English,No,none,No,I identify myself as a monocultural individual,United States,Female,Yes,I was raised with my native language only
605f2483ac74f74853c3741a,594c1e5a9160cb00011d6474,RETURNED,2021-03-27 12:26:46.108000,,204709.497446,28,1249,0,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
605f29508d6d1f810f2bb70d,6057880f8633bbd79c6f10d8,APPROVED,2021-03-27 12:47:17.791000,2021-03-27 13:00:13.810000,776.019,18,25,0,100,2021-03-27 17:28:26.599000,3900423D,none just my native langauge,United States,United States,Connecticut (CT),Connecticut (CT),Unemployed (and job seeking),I only know English,White/Caucasian,White,English,,English,No,none,No,I identify myself as a monocultural individual,United States,Female,Yes,I was raised with my native language only
605f324eed9ef913c955179a,5f3810bc8049e40ad7b6909a,APPROVED,2021-03-27 13:25:43.976000,2021-03-27 13:34:54.644000,550.668,23,353,0,100,2021-03-27 17:28:41.558000,3900423D,none just my native langauge,United States,United States,Ohio (OH),Ohio (OH),Full-Time,I only know English,White/Caucasian,White,English,DATA EXPIRED,English,No,none,No,I identify myself as a monocultural individual,United States,Female,No,I was raised with my native language only
605f3fd10c054796445c0a15,5efa05ac9d93427d6ec8ab73,RETURNED,2021-03-27 14:23:16.328000,,197719.297168,19,484,1,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
605f47e41a6c12b9d50444ff,5fb33ec89c2b44a71c2cd5df,APPROVED,2021-03-27 14:57:44.327000,2021-03-27 15:10:05.959000,741.632,22,147,0,100,2021-03-27 17:29:07.747000,3900423D,none just my native langauge,United States,United States,Wisconsin (WI),Wisconsin (WI),Full-Time,I only know English,White/Caucasian,White,English,DATA EXPIRED,English,No,none,No,I identify myself as a monocultural individual,United States,Male,No,I was raised with my native language only
605f784bf424f86e11f24bac,5c1919fbd9241d0001363964,APPROVED,2021-03-27 18:24:16.962000,2021-03-27 18:39:21.890000,904.928,39,63,1,100,2021-03-27 20:13:24.886000,3900423D,none just my native langauge,United States,United Kingdom,Wisconsin (WI),Wisconsin (WI),"Not in paid work (e.g. homemaker', 'retired or disabled)",I only know English,White/Caucasian,White,English,English,English,No,none,No,I identify myself as a monocultural individual,United States,Female,No,I was raised with my native language only
605f8266916c6c6c7d384a06,5e9b546f0b9d790009988776,RETURNED,2021-03-27 19:07:20.985000,,180674.655623,38,205,0,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
605f879fe07174737d4d6ba2,5a0502cb517dfb00013db4a3,APPROVED,2021-03-27 19:29:38.232000,2021-03-27 19:40:36.989000,658.757,24,140,2,100,2021-03-27 20:13:45.270000,3900423D,native language + one other language,United States,United States,New Jersey (NJ),New Jersey (NJ),Unemployed (and job seeking),I know one other language in addition to English,Caucasian,White,,English,"English, Spanish",No,none,No,I identify myself as a monocultural individual,United States,Female,No,I was raised with my native language only
605f9dae6337d6a80996a978,5d018568affeab001ae1b1de,RETURNED,2021-03-27 21:03:49.945000,,173685.704508,22,806,1,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
605f9eec46c39fa84c0b4b6f,5f3c35f98baa00a729e2efe7,RETURNED,2021-03-27 21:09:04.349000,,173371.300598,28,497,3,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
605fa00ba765730d211cb9bd,5d07f739f5d10a001815058e,RETURNED,2021-03-27 21:13:50.841000,,173084.808642,23,377,2,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
605fb6d9b3d3a7719bc0b1a2,5844812dc5bc3a0001a4d553,APPROVED,2021-03-27 22:51:09.003000,2021-03-27 23:02:06.739000,657.736,33,158,2,99,2021-03-28 03:39:33.572000,3900423D,none just my native langauge,United States,United States,Massachusetts (MA),Illinois (IL),Full-Time,I only know English,White/Caucasian,White,English,English,English,No,none,No,I identify myself as a monocultural individual,United States,Male,No,I was raised with my native language only
605fcdb0e1717bd70e6bbe9d,5eb5c26dd25d2549d228fdf1,APPROVED,2021-03-28 00:28:36.678000,2021-03-28 00:43:33.387000,896.709,24,162,0,100,2021-03-28 03:40:09.361000,3900423D,none just my native langauge,United States,United States,New York (NY),New York (NY),Unemployed (and job seeking),I only know English,White/Caucasian,White,,English,English,No,none,No,I identify myself as a monocultural individual,United States,Female,Yes,I was raised with my native language only
605ff0e5c03ea5a598d0817b,6037034f07abbf728431e247,APPROVED,2021-03-28 02:58:47.712000,2021-03-28 03:10:10.482000,682.77,28,17,0,100,2021-03-28 03:39:00.218000,3900423D,none just my native langauge,United States,United States,Michigan (MI),Michigan (MI),Full-Time,I only know English,White/Caucasian,White,English,,English,No,none,No,I identify myself as a monocultural individual,United States,Male,No,I was raised with my native language only
6060043724c9d3f2d9687ecf,5f8ac1305e9e68172b6fb52b,RETURNED,2021-03-28 04:21:18.318000,,147437.358939,30,339,1,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
6060053c2df4752e75d7c4c1,5ef62cf4c9f4540e50940cfb,RETURNED,2021-03-28 04:25:34.095000,,147181.582047,33,468,1,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
60601d578ea67fe8e220bb0b,5d22686d9b3bf900019d73c0,APPROVED,2021-03-28 06:08:29.771000,2021-03-28 06:21:43.695000,793.924,22,119,0,100,2021-03-29 06:53:06.347000,3900423D,none just my native langauge,United States,United States,Michigan (MI),Michigan (MI),Other,I only know English,White/Caucasian,White,English,DATA EXPIRED,English,No,none,No,I identify myself as a monocultural individual,United States,Male,Yes,I was raised with my native language only
6060492b8a81c7968bc3433e,6023464f11052e1b790f91e3,TIMED-OUT,2021-03-28 09:15:26.447000,,129789.236267,33,55,1,99,,,none just my native langauge,United States,United States,Maryland (MD),Maryland (MD),Full-Time,I only know English,White/Caucasian,White,English,,English,No,none,No,I identify myself as a monocultural individual,United States,Female,No,I was raised with my native language only
6060addc20241111ad937c7a,5e38a16710f1a60bb1e08ecf,RETURNED,2021-03-28 16:35:00.097000,,103415.594839,28,467,0,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
6060c46eb1b684b736642324,5e960111bc10f706bfe802fe,APPROVED,2021-03-28 18:01:24.379000,2021-03-28 18:13:04.223000,699.844,21,352,3,99,2021-03-29 06:53:26.464000,3900423D,none just my native langauge,United States,United States,Ohio (OH),Ohio (OH),Unemployed (and job seeking),I only know English,White/Caucasian,White,,English,English,No,none,No,I identify myself as a monocultural individual,United States,Female,Yes,I was raised with my native language only
6060d33bcfca4cc9fbfd78f5,5e995f42b1ec1d190548da20,RETURNED,2021-03-28 19:04:31.944000,,94443.757222,25,17,0,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
6060d60272e7a7f63dd8f323,5e9902c3a64f740009842923,RETURNED,2021-03-28 19:16:21.506000,,93734.195341,25,270,2,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
6060db1fa53acf3bca54adad,5cb780117c68990016026fcf,RETURNED,2021-03-28 19:38:12.995000,,92422.706389,29,387,1,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
6060ed87985ae0e0f21a3440,5efb5360f3f69c084c1ca850,APPROVED,2021-03-28 20:56:39.211000,2021-03-28 21:08:06.329000,687.118,25,788,1,100,2021-03-29 06:53:52.256000,3900423D,none just my native langauge,United States,United States,New York (NY),New York (NY),Full-Time,I only know English,White/Caucasian,White,English,English,English,No,none,No,I identify myself as a monocultural individual,United States,Male,No,I was raised with my native language only
6060ef74ceb1fed46c6e4c26,5e82279d39ea6d067ea804eb,RETURNED,2021-03-28 21:04:55.325000,,87220.385581,22,363,4,98,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
60611229db48191af55d0c7e,5fb6f3bc48d534199270ad38,APPROVED,2021-03-28 23:33:01.319000,2021-03-28 23:59:31.768000,1590.449,21,192,0,100,2021-03-29 06:54:13.403000,3900423D,none just my native langauge,United States,United States,Michigan (MI),Michigan (MI),Part-Time,I only know English,White/Caucasian,White,English,DATA EXPIRED,English,No,none,No,I identify myself as a monocultural individual,United States,Male,Yes,I was raised with my native language only
60611d770e6aaefb929b4873,5e89550b220e2f5f277597f0,RETURNED,2021-03-29 00:21:13.576000,,75442.14368,22,236,1,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
60611eebbd0af60c0368e8aa,5fce532e51f670000a2a1410,APPROVED,2021-03-29 00:27:32.921000,2021-03-29 00:42:09.012000,876.091,26,150,1,100,2021-03-29 06:54:31.352000,3900423D,none just my native langauge,United States,United States,Ohio (OH),Ohio (OH),Full-Time,I only know English,White/Caucasian,White,English,DATA EXPIRED,English,No,none,No,I identify myself as a monocultural individual,United States,Male,No,I was raised with my native language only
6061cb7169cc3f8b3bf14ae9,5d8f8510f3e52d0018924390,APPROVED,2021-03-29 12:44:59.580000,2021-03-29 13:03:39.024000,1119.444,36,492,0,100,2021-03-29 21:10:28.234000,3900423D,none just my native langauge,United States,United States,Illinois (IL),Illinois (IL),Full-Time,I only know English,White/Caucasian,White,English,English,English,No,none,No,I identify myself as a monocultural individual,United States,Female,No,I was raised with my native language only
6061e387e5f3b0d22bdaa690,5630246f733ea0000f1633dd,APPROVED,2021-03-29 14:26:15.426000,2021-03-29 14:34:32.506000,497.08,35,412,0,100,2021-03-29 21:10:46.520000,3900423D,none just my native langauge,United States,United States,Michigan (MI),Michigan (MI),"Not in paid work (e.g. homemaker', 'retired or disabled)",I only know English,White/Caucasian,White,English,English,English,No,none,No,I identify myself as a monocultural individual,United States,Female,No,I was raised with my native language only
6061e576ea7ffd750b09df7a,601c454a1e2f3c720321470b,APPROVED,2021-03-29 14:34:30.059000,2021-03-29 14:51:56.079000,1046.02,36,79,0,100,2021-03-29 21:09:40.772000,3900423D,none just my native langauge,United States,United States,Wisconsin (WI),Indiana (IN),Full-Time,I only know English,White/Caucasian,White,English,DATA EXPIRED,English,No,none,No,I identify myself as a monocultural individual,United States,Female,No,I was raised with my native language only
6061efcd196f3a90e612bd39,5cdf215da7b516001828bdda,APPROVED,2021-03-29 15:18:43.166000,2021-03-29 15:28:53.679000,610.513,23,355,2,100,2021-03-29 21:11:04.994000,3900423D,none just my native langauge,United States,United States,Massachusetts (MA),Massachusetts (MA),Unemployed (and job seeking),I know one other language in addition to English,White/Caucasian,White,,English,English,No,none,No,I identify myself as a monocultural individual,United States,Female,No,I was raised with my native language only
6061f79ac78a2bece413b138,5e9498c27ca863327ced415f,APPROVED,2021-03-29 15:51:54.771000,2021-03-29 16:07:24.295000,929.524,35,87,0,100,2021-03-29 21:11:20.364000,3900423D,none just my native langauge,United States,United States,Ohio (OH),Ohio (OH),Full-Time,I only know English,White/Caucasian,White,,English,English,No,none,No,I identify myself as a monocultural individual,United States,Male,No,I was raised with my native language only
6062008f4bc3de4bac171372,5ef411225a5e591d15fda2ec,APPROVED,2021-03-29 16:30:09.509000,2021-03-29 16:39:13.895000,544.386,26,484,1,100,2021-03-29 21:08:44.418000,3900423D,native language + one other language,United States,United States,Michigan (MI),Michigan (MI),Full-Time,I know one other language in addition to English,White/Caucasian,White,English,English,"English, German",No,none,No,I identify myself as a monocultural individual,United States,Female,No,I was raised with my native language only
606215b0ed792cff82a4dcb1,5e8a5f27f35994098ee9a4aa,APPROVED,2021-03-29 18:00:19.708000,2021-03-29 18:12:45.099000,745.391,22,688,4,100,2021-03-29 21:11:40.273000,3900423D,native language + one other language,United States,United States,Indiana (IN),Indiana (IN),Part-Time,I know one other language in addition to English,White/Caucasian,White,English,English,"English, Spanish",No,none,No,I identify myself as a monocultural individual,United States,Female,Yes,I was raised with my native language only
60623c4f0bb3054a1dc8f8af,5f121091e95fdc03b5e897d0,APPROVED,2021-03-29 20:45:07.685000,2021-03-29 20:57:02.188000,714.503,27,189,0,100,2021-03-29 21:12:37.664000,3900423D,none just my native langauge,United States,United States,Indiana (IN),Indiana (IN),Unemployed (and job seeking),I only know English,White/Caucasian,White,English,English,English,No,none,No,I identify myself as a monocultural individual,United States,Female,Yes,I was raised with my native language only
