e1,e2,e3,e4,e5,e6,e7,e8,e9,e10,e11,e12,e13,e14,e15,e16,e17,e18,e19,e20
742.4,725.5,622.4,606.5,597.2,610.9,625.7,659,714.1,718,703,722.4,758.7,844.8,842.4,881,900.3,880.7,825.4,827.4
886.5,923.1,914.8,767.2,614.2,589.2,599.6,664.3,729.7,770.4,811.9,873.5,946.5,976.2,1057.3,1141.4,1203.9,1239,1241.4,1188.4
792.6,782.8,787.8,785.1,730.4,586,595.2,626.4,584.8,506.4,480.9,474.2,490.2,509.4,540.9,557,570.1,579.5,567.7,616
714.3,769.9,774,724.2,581,531.7,540,565.2,624.5,695.8,753.1,825.8,867.4,909.2,951.5,978.5,1022.2,1097,1127.5,1173
769.5,741.2,697.6,599.8,570.7,577.3,535.8,513.6,581.1,652.3,648.1,639.8,642.4,651.9,668.1,733.9,787.6,813.8,892,969.5
896.6,829.8,893.8,873.8,744.6,630.7,607.7,593,618.9,658.4,674,690.3,709.7,725.6,802.5,828.6,855,878.2,905.3,937.7
658.9,719.9,727.9,701.6,661.7,728.1,765.4,747.8,693.8,694.8,718.6,736.4,772.2,795.9,829.6,832.5,819.1,812.4,824.8,839.1
644.9,635.7,647.7,603.3,701.6,511.9,500.6,468.1,431.2,436.4,447.5,468.8,470,482.6,478.5,474.7,447.9,467.7,550.8,646.6
612.7,711.7,772.5,810.8,731.3,705.4,683.1,691.5,704.1,704.4,679.3,672.1,677.7,667.8,646,628.8,602.5,596.9,561.3,568.8
646.3,676.8,748.9,733.8,646.4,620.7,598.2,578.8,601.7,589.6,609.8,660.8,671.4,674.6,681.5,682,692,702.9,693.9,726.5
725.3,768.5,832.2,841,772.9,648.7,646.4,671,642.7,617.5,609,635.8,652.5,703.9,700.4,714.7,735.3,748.5,761.1,744.5
745.3,736.5,664.5,619.2,621.1,609.5,638.6,652.8,657.9,676.9,693.4,711.3,742.9,770.6,782.7,782.4,791.9,756.2,715.1,716.1
624,736.9,702.5,656.1,597.4,519.7,494,489.6,512.7,569,659.4,748.1,771.9,756.5,758.2,765,716.9,753.6,804.7,847.7
755.7,823.9,861.5,802,675.3,545.4,467.5,471.5,513.2,663.6,851.3,856.4,833.9,800.1,846,858.7,906.6,871.1,897,890
631.4,630.5,687.3,662.5,573,531,522.8,521.1,522.5,539.7,549.6,546.6,544.6,550.4,559.2,544.8,538.9,571.4,613.5,618.2
721.8,680.4,523.5,500.9,509.1,544.7,615.8,652.1,624.8,546,507,477.7,469,474.2,466.1,464.1,450.7,438.8,493.1,539.9
667,733,726.1,706.7,707.6,711.1,675,631.9,643.7,662.5,684.4,731.8,802.3,808.3,856.6,882.2,909.4,921.7,944.5,947
729.8,846.2,866.1,859.5,745,657.8,676.4,658.8,748.1,772,790.6,795.3,772.1,763.5,789.6,904.1,998.9,1066,1147,1202.8
602.6,594.7,584.3,655.7,645.8,661.1,624,637.7,570,506.3,473.7,474.7,498.2,545.8,588.5,611.2,568.5,572.4,655.9,666.4
704.9,700.6,749,707.5,627.6,591.5,559.5,585.1,590,602.4,612.5,635.5,654.5,664.2,703.3,742.7,766.7,824.7,815.5,871.7
675.6,691.8,638.4,560.8,451.4,400.3,399.1,468.7,498.4,511.1,551.7,582.1,582.8,569.4,590.6,600.2,630.3,665.2,697.3,735.6
832.2,875,874.6,832.1,735.5,694,642.5,659.4,638.2,620.9,601.2,591.6,620.4,637.5,645.7,633.6,635.2,647.1,666.1,647.2
843.6,793.7,721.2,706.5,647.3,618,608.7,636,660.7,722.1,776.5,818.5,972.1,1072.4,1210.7,1273.5,1258.5,1414.5,1467,1522.3
804.1,887.8,728,621.8,657.2,635.5,683.2,663.8,718.5,751.3,818.8,849.9,850.4,901.3,922.3,932.3,1023.1,1077.4,1041,957.6
632.6,610,696.9,644.1,599.7,676.3,621.3,587.6,620.9,644.1,700.9,747.1,791,871,897.6,878.9,895.1,929.2,972.2,1141.1
674.6,644,561.7,545.3,534.2,548.6,550.4,555,549.9,564.6,573.9,575.4,581.3,581.6,573.7,589.4,651.1,735.3,853.4,867.3
523.7,561.6,663.8,634.4,633.9,588,597.6,602,629.1,642.2,662.1,682.4,712.3,772.8,749.2,748.1,846.2,1048.2,1159.6,1214.1
699.6,745.8,645,538.7,498.1,482,505,474.1,483.9,502,533.8,564,643.6,687.8,767,830.6,852.4,884.1,960.1,1058.1
807.8,769.5,666.4,645.8,611.5,577.5,613.1,644.4,670.2,696.8,701.4,697.9,732.8,765.5,791.3,787.5,809.2,856.3,1006.1,726.8
769.7,685.4,654.4,570.6,553.7,561.6,622.7,637.9,658.8,677.3,664.7,705.9,748.4,807.5,867,871.1,849.4,840.9,878.5,932
741.6,666.4,479.9,372,325.9,333.3,359.5,378.6,371.3,409.3,445.7,458.1,497.8,536.3,537.5,565.9,622.7,845.9,923,1054
668.5,699.5,786.4,719.5,744.1,800.4,650.3,569.4,564.2,584,578.3,587.3,599.6,630.6,697,712.8,782.5,882.8,947.8,1001.8
585.3,811.3,780.9,662.2,483.4,476,429.1,391.1,406.2,480.1,465.7,478.3,508.4,549,642.9,700.9,751.2,839.8,1015.6,976.3
649.7,629.3,710.5,680.5,679.1,536.6,490.7,473.9,479,495.2,520.5,539.1,554.8,593.8,617.5,643.7,704,819.3,927.2,976.5
775.4,746.2,678.9,660.7,686.4,651.3,644.8,657.6,690,716.9,797.3,873.3,867,913.5,936.9,984.4,996.5,1059.2,1090.9,1110.5
436,475.2,498.2,489.2,476.7,452,419,383.9,380.1,369.5,359.4,390.5,410,423.5,436,446.3,463.1,486.4,634,743.6
560.4,579.8,626.3,631.1,630.9,704.1,629.7,580.6,571.9,587.2,610.2,628.4,689,734.8,806.9,865,873.5,889.5,937.8,972.4
717.3,668.1,632.1,661.1,688.7,695.8,628.4,600.7,602.3,623.8,668.6,701.4,718.4,751.6,732.4,719.7,787.1,895.2,950.3,1064.4
460.5,382.2,401.6,366,307.9,303.2,296.8,296.2,301.7,321.9,349.4,362.8,348.3,385.3,423.2,519.6,573,586.2,620.7,625.6
713,684,693.1,678.8,646.4,570.6,559,577.4,688.5,599,623.2,765.6,823.6,847.7,852,904.1,950.7,965.7,1011.8,1024.3
471,528.5,556.3,586.8,573.9,573.8,491.9,484.2,488.4,470.1,436.8,452.4,462.9,525.9,557,639,686.2,736.8,735.9,826.4
654.2,724.8,738.6,715.7,710.6,657.3,605.7,534.2,541.8,534.1,540.4,553.4,546.8,579.9,605.1,682.3,702.2,691.8,717.7,857
642.6,662.9,628.8,579.6,661.5,634.6,619.5,575.9,516.1,520.2,552.4,556.4,553.3,570.7,597.2,672.6,742.8,831.3,884.2,919.5
713.4,631.1,584.5,519.5,451.1,367.6,382.6,380.9,388.6,396.7,412.4,408.2,431.8,464,587.8,604.1,641,664.1,722.3,784.3
650.2,683.9,718,670.7,593.5,614.1,660,629.3,599,462.8,465.1,479.8,493.1,518.6,554.6,549.8,574.5,595,626.7,767.4
680.3,725.9,663.2,619.2,585.7,555.4,479,473.7,480.7,472.5,462.6,474.7,518.7,568.5,603.9,680.6,734.9,754,811.1,823.8
553,595.6,565.4,557.2,514.9,515.8,504.9,491.1,488.5,468.8,496.8,498.5,482.2,520.1,601.8,667.2,729.3,810.2,832.3,937.8
675.3,708.2,783.1,714,602.1,559.6,512.8,512.2,515.1,506.4,508.3,538.8,565.9,597,617.2,696.1,714.9,706.8,790.2,865.7
620.7,674.7,703.5,726,770.3,785.3,656.3,532.5,443.7,432.1,423.7,460.2,450.9,519,561,619,713.5,806.4,792.3,782.9
458,495.4,545.7,570.8,540.2,532.8,495.6,452.4,444.9,424.7,428.2,441.2,431.6,446.4,514.7,523.9,539.7,555.5,603.1,648
722,751,727.7,685.2,757.7,750.3,704.9,658.9,599.8,564.7,562.3,577.6,627.1,722.3,793.3,838,915.7,942.8,988.2,1064.6
616.5,584.7,573.7,579.5,560.7,514.9,485.5,509.1,520.2,544.2,538.6,552,560.6,599.3,643.2,693.1,726.3,770.9,833.6,1035.3
709.5,711.2,713.3,712.4,709.5,675.5,656.4,605.2,534.6,556,581.1,605.9,624,624.7,627.3,681,735,778,754.2,788.2
609.3,635.9,685.7,662.8,648.6,662.4,593.5,553.6,547.6,524.2,589.3,577.1,626.9,677.2,687.4,710,748.8,794.2,852.7,957.4
556.5,547.8,560.3,552.3,520.3,514.8,479.7,408.3,339.7,321.7,324.3,326.6,336.7,344.4,358.5,364.1,379.4,459.4,551.5,614.7
879,894.4,824.3,674.4,608.8,562.8,558,545.5,544.6,562.1,584.8,641.7,660.8,654.7,660.9,704,705.3,740.6,717.1,731.4
650.4,641.3,630.8,652.7,621,586.5,541.6,526.5,524.7,529.8,564.5,580.7,599.3,635,677.1,720.3,787.1,846.6,859.7,880
805.9,745.8,692.9,668.4,606.9,591.4,603.4,655.1,703.5,742.5,745.9,759.8,778,794,860,944.9,913.1,920.1,922.7,911.3
845.8,721.5,626.7,557.1,477.4,469.6,466.9,477.1,525.6,655.2,646.6,718.9,750.3,797.3,794.8,679.6,681.3,740.4,787.9,853.3
672.4,685.7,661,575.7,518.9,492.3,460.6,477.5,459.6,466.3,490.6,506.8,556.1,588.8,569.6,638.5,659,687.6,757,796.1
642.1,688.8,656,628.3,636.1,612.7,605,598.4,548.3,540.4,546.5,564.7,615.7,637.5,681.1,735.2,790.7,866.2,923.5,947.9
637.9,592.9,555.9,494.7,473.1,479.1,514.1,558.5,604.6,643.1,680.3,688.5,711.9,707.8,727.6,789.1,821.1,846.2,881.2,921.1
866.4,806.3,673.9,615,587.7,616.5,586.9,581.8,621.6,666.4,758.7,821.9,873.6,896.6,890.9,899.7,932.6,972.7,1086.8,1104.8
831.2,788.7,668.5,559.3,518.8,494.3,487.3,514.9,547.2,582.6,599.9,616.1,617,631.4,658.2,713.7,742.1,825.7,854.3,990.9
776,686.2,643,604.1,578.8,549.9,551.9,552.1,561.2,575.8,595.4,607.6,613.2,629.8,631.6,659.2,699.3,749.9,768.3,814.4
740.1,760.3,743.6,749.6,745.6,720.9,767.9,793.2,883.5,908.2,951,991.5,986.8,954.4,917.5,939,964.7,925.3,906.3,891.9
648.6,635.4,636.9,568.9,530.5,493.1,505.5,526,551.6,574,600.5,660,689.8,744.5,786.4,870.4,909.8,942.5,956.5,1019.8
681.9,752.7,708.4,595.8,508.6,462.1,449,442.1,453.7,463.3,485.9,503.9,539.1,558.5,578.9,609.8,596.9,650.1,677.9,799.2
653.5,718.6,704.1,685.8,558.9,500,508.5,514,529.2,545.6,619.7,702.7,746.9,794.6,838.3,902.9,912.6,980,1003.3,987.4
812.6,770,672.9,568.9,487.8,454.4,452.7,475.7,503.7,530.4,573.4,592.9,643.4,632.6,668.2,684.5,728,792.4,878.6,917.7
783.9,787,684.5,585.3,573,597.8,616.8,647.5,657.7,686.3,686.8,718.6,744.3,757.2,739.5,766.4,815,850.9,885.7,939
705.9,757.9,741.6,706.3,660.6,673.3,640,582.4,574.8,563,566.9,570.3,576,591.7,640.6,684,724.7,746.3,757.2,875.6
603.2,612.7,596.6,460.8,462.2,458.5,428,417.6,407.2,396.8,366.9,376.4,391.2,456.7,485.9,529.9,563.9,584.3,668.7,671.7
739.1,717.8,700,647,648.3,642.5,620,584.5,524.8,513.7,518.6,552.6,591.1,650.1,705.9,751.8,816.6,859.2,927.9,986
745.7,650.9,493.3,459.6,462.8,458.6,441,477.5,453.5,439,435.8,511.5,568.9,641.2,706.5,771.1,784.3,793.3,813.7,856.8
764.2,749.7,672.8,640.3,735.9,727.5,693.6,660.6,648.2,630.2,607.2,595.2,604.9,608.9,636.1,637.7,655.9,679.9,729,739.2
810.4,860.5,798.3,744.1,786.3,797.8,766.3,753.5,753.1,805.6,842.9,883.3,866.8,897.6,981.7,1027.3,1092.7,1046.8,1032.6,1012
697.2,750.5,778.7,560.2,520.1,477.8,524.6,573,645.4,619,649.6,672.8,686.3,681.8,714.4,722.2,748.3,810.2,917.3,1027.5
788.6,663.9,563.7,540.3,587.9,541.7,553.7,558.6,598.2,648.5,676.2,751.7,828.6,881.7,911.8,931.5,944.6,878.5,794.3,809.2
819.9,863.3,833.4,807.4,798.6,789.1,737.6,677.6,663.7,659.9,652.4,655.6,721.5,766.2,776.4,807.5,822.1,895.5,945.5,996
724.7,794.2,800.8,693.7,592.6,514.2,494.1,505.8,508.3,528.1,553.2,554.2,572.4,613.8,669.8,775.4,804.3,852.8,908.4,1017.7
870.3,790.1,686.3,598.7,604.1,631,679.4,762.6,841.9,852.3,898.1,923.8,981.6,995.3,1015.5,1071.7,1109.7,1128.2,1123.9,1082.5
629.9,567.7,559.7,580.1,635.1,609.8,628.7,650.3,685,690,675.9,705,709.7,728.1,785.2,825.7,862.3,922.7,974.2,1025.9
761.6,685.1,583.2,446.6,368.7,405,439.9,462.8,472.1,450.3,462.8,503.4,509.2,566.1,585.1,604.6,607.2,657.7,749.7,768.1
673.7,639.6,661.9,631.4,625.2,589.1,589.7,603.8,610.1,583.8,569.1,567,590,614.9,628.8,615.2,644.5,749.9,951.6,1016.3
666.4,588.5,591.7,559.9,546.8,505,505.3,558.2,532.2,497.9,489.1,528.2,582.1,568.3,670.6,719.2,771.1,819.3,847.7,876.4
685.5,752,814.6,798.4,732.8,644.3,647,649.4,684.4,669.3,681.1,716.3,724.6,758.3,779.7,813.6,829.1,881.9,911.6,1018.5
741.3,737.8,650.4,620.5,543.1,515.5,476.2,507.1,501.9,509.1,556,559.1,508.7,549.1,594.4,669.4,710.6,773.1,806.9,794.8
532.2,540.7,526.9,533.8,422.7,383.4,374.4,386.2,395.7,436.5,460.9,499.2,534.9,558.8,563.5,578.9,566.7,548.6,536.8,546.1
681.8,630.3,574.1,473.1,421.5,411.4,434.9,445.1,453.3,470.7,503.1,541.6,567.9,622.8,660,698.5,775.2,817.2,840,880.8
507,467.1,437.7,351.9,365.7,377.8,390.2,411.5,424.4,440.2,477.5,514.8,535.4,548.4,566.4,581.5,590.8,596.1,602.2,606
667.2,687.3,812.7,708.5,620.8,497.7,443.6,457.9,474.7,500.5,557.8,577.6,585.8,594.7,594.7,656.6,747.8,824.4,857,893.5
534.3,506.5,535.4,496.1,468.2,462.2,444.4,486,456,456.7,454.3,462.8,455.7,453.8,479.2,501,499.3,512.5,551.8,609.6
791.3,817.2,771.8,593.2,495.7,447.8,461.3,477.7,476.3,470,474,506.1,541.9,564.6,582.7,558.5,535,539.8,579.2,609.5
572,562.3,551.4,533.5,492.1,501.8,501.3,500,512,516,530.8,559.5,552,565.3,572.7,580.8,580.9,594.7,624.4,703.9
526.7,547.1,534.8,453,386.4,333.8,302.7,293.6,301.8,309.8,315.5,321.8,324.9,325.4,340.8,349.6,374.4,386,410.9,443.9
592.3,660.9,637.2,567.6,488.7,429.6,398.2,392.4,379.9,385.3,405.1,411.8,423.2,429.7,441.8,452.8,489.5,534.1,565.9,570.8
452.6,532.1,503.9,554.1,466.4,429.8,414.2,453.4,468.7,498,519.8,539.7,565.6,566.5,596.5,617.3,645.1,682.1,698.3,697.6
419.5,493,404.7,366,322.3,327.5,347.9,323.9,329.4,347.6,375.7,410.4,429.4,455,469.7,491.5,542.1,566.4,584.2,584.6
602.2,607.6,619.4,576,561.4,534.4,490.9,487.2,534.7,601.2,667.5,662.5,725.2,755.1,780.9,845.4,867,911.1,931.2,972.1
544.8,562.5,533.6,445.5,377.7,377.8,372.9,378.6,379.2,387.1,396.5,398.7,403.2,416.6,427.3,460.1,491.8,523.3,577.4,697.4
574.3,516.1,526.5,436.2,373.7,358.2,360.5,366.4,390.6,397.9,417,428.9,433.9,434.4,462.8,467.3,502.1,518.2,528.3,553.3
514.2,507.5,517.3,544.2,552.5,546,554,559,591.5,571,594.6,588.1,572.4,552.7,568.4,580.8,655.6,662.4,714.2,776.2
478.7,483.9,490.9,432.7,365.9,355.9,346.3,350.4,385.5,400.2,389.9,378.7,397.9,381,398.8,405.1,453.9,449.5,489.4,536.6
490.2,468.3,475.9,463,466.1,497.3,507.8,525.9,508.2,510.6,504.2,501.6,492.9,484.9,465.3,453.2,463.3,470.2,461,496.5
470.5,463.9,490,503.9,506,475.2,444.9,422.9,414.9,432.8,442.9,447.8,447.2,449.9,489.3,549.3,568.7,591.6,624.1,634.8
374.5,386.7,419.2,432.5,492,509,564.9,524,523.6,515.8,500,481.4,516.1,451.5,424.4,458.5,474.5,502.2,537,558.5
519,523.1,551.4,581.7,558.6,562.3,628.5,633.7,633.5,689.8,707.4,698.6,665.7,691.2,700.3,698,706.8,730.1,761.2,810.1
473.2,459.5,453.8,414.7,395.4,341.9,337.1,327.1,325.5,330,343.9,358.4,384.9,420.4,453.8,474.6,549.2,658.1,709.8,673.6
522.3,581.8,564,586.2,566.8,532.6,517.4,509,541.4,583.3,563.9,545.5,542.9,546.1,555.8,550.6,548.8,544,587.5,614.8
486.9,527.5,585.7,578.9,519.9,453,409.7,394.7,398.7,410.5,425.9,456.9,458.7,492.9,512.7,546.9,567.9,610,656.2,718.7
589.6,597.8,615.9,533.3,540.9,528.4,488.6,473.2,436.4,420.3,441.4,447.8,452.7,457.4,475.1,512.2,577.4,671.5,736.2,822.9
492.1,473.9,440.8,383.8,339.3,338.5,352.7,360.9,370,372.3,380.2,382,390.5,437.3,468.5,543.2,632.4,737.9,821.7,891.2
604.9,652.6,519.8,497.3,387.8,360.8,323.3,318.3,315.9,364.6,351.8,350.3,362.8,376.6,443.7,527.7,570.7,605.8,699.4,778.2
568.8,566.7,580.8,509.7,418.3,376,372.1,371.5,377.6,382.1,386.3,397.7,408.5,431.7,441.6,464.2,488.3,540.8,605.3,728.2
595.9,661,683.7,587.8,576.3,576.8,569.7,570.2,615.1,606.5,608.7,637.7,673.6,687.5,752.5,848.3,958.1,1059.5,1149.6,1218.8
497.3,512.6,475.4,386.1,345.9,336.7,328.4,329.5,334.6,335.3,342.6,359.5,386.7,401.5,450.6,471,496.3,520.2,557.1,614.5
561,538.9,482.9,416.3,422.2,397.5,405.6,387,431.6,450.3,471,467,530.6,550.3,524.1,571,602.3,593,640.8,694.6
579.9,585,607.2,621.5,560,512.3,469,467.8,484.6,509.7,522.5,575.1,553.7,611,615.8,630.2,641.6,683.7,715.3,853.3
445.6,466.9,460.4,387.2,366.8,377,382.8,392.4,413.5,422,423,426.8,431.9,432.5,459.9,479.7,487.8,553.4,590.9,608.3
587.1,591.3,624.4,628,637.5,622,587.5,541.9,509.7,510.9,507.9,506.5,530.8,512.7,514.9,536.6,533.3,547.3,602.8,612.5
511.8,490.5,491.7,458.1,416.9,398.5,386.1,412.4,415.1,413.6,431.9,481.8,504.1,550.2,583.3,552.5,551.3,580,678,746.2
726.5,738.8,737.6,756.8,757.5,756.3,707.2,624.7,638.4,621.8,624.7,668,677.5,673.4,662.1,671.9,671.8,680.5,685.9,699.8
630.7,569.9,514.1,517.7,473.2,489.4,568.8,564.3,597.7,688.4,698,709.5,709.8,731.1,750.8,755.5,746.5,765.5,795.3,870.7
545.6,551.7,572.9,591.1,660.4,523.7,509.5,508.5,519,501.6,497.2,530.1,520.6,551.5,574.3,562.1,580.5,571,560.6,592.5
631.3,634.2,642.3,649,654.6,629.5,620.2,686.4,714.9,789.9,804.1,843.6,857.3,890.6,930.7,942.4,950.9,967.1,975.5,993.3
640.8,653.9,579.8,519,489.2,460.8,457.3,455.2,466.3,483.7,499.6,520.9,540,558.8,571,577.2,615.4,669.6,750.7,777.3
615.6,609,563.8,596,666,668.9,643.3,574.2,559.1,520.9,516.2,528.9,543.6,583.4,611,624.2,657.7,686.9,728.4,755.4
710.9,719.3,768.1,685.1,527.1,494.1,445.7,443.1,449.1,454.7,470.9,487.6,508.4,512.3,525.5,526.3,546.5,575,592.2,624
590.2,647.1,590,486.8,435.9,401.5,406.5,421.5,450.4,469.4,511.3,535.8,539.8,568.3,579.4,590,604.6,634.1,668,695.4
707.1,662,585.4,574.7,530.6,474.7,448.5,461.6,487.4,502.6,525.3,541.2,575,620,691.5,770.7,811.1,821.7,822.7,800.4
585.1,609.6,595.1,547.5,471.9,428,404.9,421.7,397.7,426.3,446.5,516.1,564.9,637.9,648.3,646.3,644.3,648.9,660.4,684.6
848.5,765,737.8,686,614.1,575.2,483.9,419.3,404.5,418.6,451.5,473.3,496.2,485,458.5,500.4,551.5,567.2,541.5,508.5
655.6,669.1,633.9,624,611.5,590.2,562.1,551.1,575.7,578.8,613.2,664.2,671,688.2,715.4,761.5,797.3,839.3,838.9,875.2
591.5,566.5,551.9,512.1,437,387.5,387.5,396.3,405.7,418.8,433.1,439.9,435.2,424.6,421.3,444.8,462,511.1,553.2,657
712,741.1,655.5,650,592.7,557.1,526.6,512,503.5,496.6,493.9,492.4,510.6,498.8,493.9,508.3,552.3,583.6,625.9,685
502.5,493.2,490.6,507.6,556,653.4,685.2,692.5,669.4,698,721.9,736.6,750.4,790.1,819.3,797.7,784,815,831.7,799.8
442.2,463.1,521.1,553.1,553.6,523.5,496.1,431.5,394.1,381.6,378.7,377.4,392.8,398.1,410.8,402.6,422.3,413.6,433.9,441.1
650.9,626.7,665.6,680.5,602.8,602.4,620.7,619.2,623.7,617.9,623.6,623.8,625.8,627.2,620.9,609.7,620,609.7,597.6,571.3
614,574.8,579,598.1,618.7,605.1,585.9,551.2,532.3,522,516.2,528.7,539.7,547.8,590,643.1,679,748.7,821.7,903.5
737.5,706.9,676.1,721.2,724.9,680.5,581.2,583.2,568.1,587.3,605.1,636,653.8,665.3,689.6,686.9,704.3,722.2,809.9,869.5
596.2,623.9,632.7,632.8,637,653.4,574,548,567.4,569,593.3,611.4,622.2,637.4,629.2,635.7,642.7,689.3,771.2,881.9
419.3,461.3,517.5,505.5,487.7,465,459.4,434.1,428.9,430.9,402.6,413.6,492.8,538.6,540.5,576.8,590.2,621.4,628.4,601
594.9,601.8,574.8,567,571.6,559.3,510.7,480.5,480.5,533.1,550.4,652.6,676.6,686.5,708.1,734.4,756.5,780.1,803.1,848
541.8,573.4,654.9,691,640.2,592.6,547,539.1,516,504.6,507.1,518.4,505,510.8,505.6,528.3,540.8,580,725.2,764.6
529,503.1,454.6,428.5,409.4,398.9,394.6,387.8,390.7,413.7,410.7,407.9,420.9,436.6,469.1,500.6,554.1,616,596,599.8
596,556.9,584.6,580,562.6,574.3,542.1,547,533.7,551.8,582.1,578.2,547.7,552.5,523.8,505.7,446.6,451.7,484,537.4
538.2,525.1,602.3,617.8,655.3,609,593.6,598.1,540.8,588,672.1,662.6,653.7,661.8,687,699.4,702.7,713.3,769,897.2
491.1,462,470.5,446.1,445.5,425.8,401.1,408.1,421,433.2,429.4,437.6,452.5,490.9,511.5,524.1,529.7,527.2,551.5,726.7
579.3,590.9,634.8,606.3,552.7,500.7,478.4,490.7,502.5,519.3,543.9,572.9,589.2,602.8,611.9,623.7,638.1,651.7,705.7,731.7
570.9,579.9,535.4,550.2,576.8,547.4,555.3,543.6,508.2,520.5,554,580,563,548.1,535.5,535.7,547.3,557,593.2,603.6
507,495,620.4,613.4,627.1,622.4,590.7,566.2,557.8,588.7,602.9,601.2,617.6,615.4,633.1,642.4,649.3,703.5,737.4,750.4
610.4,727.8,763.6,722.2,708.4,673.1,671.9,651.9,611.2,638.1,654.1,670.9,720,788.9,865.9,846.6,934.2,988.4,992.8,969.1
716.2,658.3,581.5,521.7,507,529.9,567.5,595.7,602.1,636.8,659.4,658.3,622.4,621.2,637.3,648.6,636.7,598.7,576.8,589
633.5,665.6,645.2,568.8,415.1,383.6,410.6,441.7,446.7,418.1,384.4,373,338.8,332,332,329.6,333.4,348.3,389.1,432.1
461.3,510.7,480.5,441.2,415,410.6,396.3,399.3,409.6,417.4,420.6,424.6,407.2,402.3,391.5,399.1,415.3,430.4,452.7,479.7
564.3,587.3,586.8,578.1,572.3,539.1,542.1,525.5,538.9,571.5,580,572.2,542.5,553.1,546.2,564.4,613.9,618.1,655.3,664.6
551.8,529.7,489.9,485.7,437.2,440.7,478.8,479.5,477.7,464.4,488.8,433.3,369.2,353.9,356.9,360.4,369.2,429.4,448.7,486.1
430.4,510.2,529.7,496.1,483.3,457.5,439.3,425,413.5,407.2,406,430.5,454.9,442.9,448.4,461.4,476.7,489.6,504.7,508.9
479.7,478.8,461.7,458.2,513.1,526.4,507.6,528.2,519.1,516.8,513.9,484.9,446.2,496.7,533.2,592.3,664.5,677.9,724,766.8
426.2,415.8,416,391.5,339,330.5,321.4,315,320.9,319.5,325.7,320.1,327.3,361.5,365.9,380.4,382.5,395.6,417.1,427.9
693.1,695.2,670.7,638.5,580.4,535.4,522.6,532.2,560.9,575.2,589,592,595.5,599.6,608.1,611.5,634.4,646.6,644,614
573.5,604,616.1,477.5,502.1,511.1,528.2,517.5,520.1,521.7,531.2,519.5,430.7,415.4,411.2,428.5,449.7,492.9,554.2,612.3
469.8,452.4,448.9,485.6,486.9,455.5,434.3,424.7,429.4,418.5,424.3,429.7,454.2,461.9,479.2,513.1,538.2,546.6,581.9,625.2
564.8,584.1,598.2,576.9,581.8,582.9,595.9,591.6,579,561.7,551.6,540.7,556.6,591.9,657,647.7,668.8,676.2,709.6,771.8
486.7,528.6,567.9,567.7,554.1,601.4,613.2,633,639.8,651.9,605.4,506.5,482.7,468.7,474.4,502.2,559.1,611.1,636.2,660
485.5,482.9,525.9,568.6,579.7,563.1,541.3,507.7,471.1,466.8,412.8,383.3,383,384.2,386.7,380.4,390.2,414.8,439.4,467
467.3,518.5,544.8,571.1,567.7,556.5,551.9,520.2,548.1,555.7,549,538.4,515,502.1,463.7,478.6,496.7,501,552.9,619
478.1,479.6,497.3,476.7,454.9,438.1,434.7,427.4,421.7,429.8,417.7,405.7,393.2,400,404.8,404.1,406.3,448.5,490.6,542.1
488.9,499.7,482.6,451.9,426.8,442.9,440.9,431.7,426.8,425.1,454.1,437.4,424.8,430,446.3,471.4,476,478.6,474,480.6
478.7,486.3,481.2,431.3,387.6,383.2,392.6,409.9,425.9,441,425.9,414.4,459.4,442.2,483.8,512,552.4,581.5,583.2,568.2
520.4,478.6,453.9,472.1,475.7,482.9,488.8,496.8,472.8,465.7,456.6,447.7,443.1,435.1,422.5,427.3,443,464.7,481.8,511.9
534.8,570.7,581.5,562.4,549.5,538,550.8,516.5,496.9,386.5,405,416.5,390.4,386.1,373.2,374.8,388.7,407,480.8,539.5
604.8,621.8,584.6,534.8,485.8,445.4,418.7,407.3,411.5,419.1,439.8,449.8,443.9,441.8,439,447.5,461.3,500.9,558.9,600.4
